번호,국가,물질명,한국식품유형,식품유형,함량정보,combined_text
27913,미국,sodium alginate,기타식물성유지,모든 식품,"(GRAS: [유화제, 응고제, 향미증진제, 향료 보조제, 가공보조제, 안정제, 증점제, 계면활성제] 1.0% 이하)","sodium alginate (GRAS: [유화제, 응고제, 향미증진제, 향료 보조제, 가공보조제, 안정제, 증점제, 계면활성제] 1.0% 이하)"
27912,미국,sodium aluminosilicate,기타식물성유지,모든 식품,(GRAS[고결방지제]: 허용기준 - GMP에 따라 2%를 초과하지 않는 수준에서 사용),sodium aluminosilicate (GRAS[고결방지제]: 허용기준 - GMP에 따라 2%를 초과하지 않는 수준에서 사용)
27911,미국,sodium benzoate,기타식물성유지,모든 식품,"(GRAS: [보존료, 향료 및 보조제] 0.1% 이하, GMP에 따라 사용)","sodium benzoate (GRAS: [보존료, 향료 및 보조제] 0.1% 이하, GMP에 따라 사용)"
27910,미국,sodium bicarbonate,기타식물성유지,모든 식품,(GRAS:  GMP에 따라 사용),sodium bicarbonate (GRAS:  GMP에 따라 사용)
27909,미국,sugar beet extract flavor base,기타식물성유지,모든 식품,향료로써 의도한 효과를 나타내는 최소한의 양 사용(GMP 원칙),sugar beet extract flavor base 향료로써 의도한 효과를 나타내는 최소한의 양 사용(GMP 원칙)
27908,미국,synthetic flavoring adjuvants,기타식물성유지,모든 식품,합성 향료 및 보조제로써 의도한 효과를 나타내는 GMP 최소한의 양 사용(§.172.515에 해당하는 합성 향료 및 보조제에 한함),synthetic flavoring adjuvants 합성 향료 및 보조제로써 의도한 효과를 나타내는 GMP 최소한의 양 사용(§.172.515에 해당하는 합성 향료 및 보조제에 한함)
27907,미국,sodium acid pyrophosphate,기타식물성유지,모든 식품,(GRAS[다목적]: GMP에 따라 사용),sodium acid pyrophosphate (GRAS[다목적]: GMP에 따라 사용)
27906,미국,sodium ascorbate,기타식물성유지,모든 식품,(GRAS[보존료]: GMP에 따라 사용),sodium ascorbate (GRAS[보존료]: GMP에 따라 사용)
27905,미국,sterculia gum (karaya gum),기타식물성유지,모든 식품,"(GRAS: [조성보조제, 안정제, 증점제] 0.002% 이하)","sterculia gum (karaya gum) (GRAS: [조성보조제, 안정제, 증점제] 0.002% 이하)"
27904,미국,silica aerogel,기타식물성유지,모든 식품,(GRAS[다목적]: GMP에 따라 소포제(anti-foaming agent)의 구성 성분으로 사용될 때),silica aerogel (GRAS[다목적]: GMP에 따라 소포제(anti-foaming agent)의 구성 성분으로 사용될 때)
27903,미국,sodium aluminum phosphate,기타식물성유지,모든 식품,(GRAS[다목적]: GMP에 따라 사용),sodium aluminum phosphate (GRAS[다목적]: GMP에 따라 사용)
27902,미국,sodium calcium aluminosilicate-hydrated,기타식물성유지,모든 식품,(GRAS[고결방지제]: 허용기준 - GMP에 따라 2%를 초과하지 않는 수준에서 사용),sodium calcium aluminosilicate-hydrated (GRAS[고결방지제]: 허용기준 - GMP에 따라 2%를 초과하지 않는 수준에서 사용)
27901,미국,α-tocopherol acetate,기타식물성유지,모든 식품,강화제(GRAS: GMP에 따라 사용),α-tocopherol acetate 강화제(GRAS: GMP에 따라 사용)
27900,미국,vitamin D3,기타식물성유지,모든 식품,"장관영양(enteral feeding)을 위한 유일한 영양 공급원으로 사용될 경우, 식품의 kcal당 1.0IU까지 사용","vitamin D3 장관영양(enteral feeding)을 위한 유일한 영양 공급원으로 사용될 경우, 식품의 kcal당 1.0IU까지 사용"
27899,미국,xanthan gum,기타식물성유지,모든 식품,"유화제, 증점제, 현탁제, 점증제, 거품 증강제로써 의도한 효과를 나타내는 최소한의 양 사용(GMP 원칙)","xanthan gum 유화제, 증점제, 현탁제, 점증제, 거품 증강제로써 의도한 효과를 나타내는 최소한의 양 사용(GMP 원칙)"
27898,미국,yeast-malt sprout extract,기타식물성유지,모든 식품,향미증진제로써 의도한 효과를 나타내는 최소한의 양 사용(GMP 원칙),yeast-malt sprout extract 향미증진제로써 의도한 효과를 나타내는 최소한의 양 사용(GMP 원칙)
27897,미국,"acacia gum, gum arabic",우지,모든 식품,"[식이섬유, 유화제, 유화제염, 향료 및 보조제, 조성보조제, 가공보조제, 안정제, 증점제, 표면처리제, 텍스처라이저](GRAS: 1.0% 이하)","acacia gum, gum arabic [식이섬유, 유화제, 유화제염, 향료 및 보조제, 조성보조제, 가공보조제, 안정제, 증점제, 표면처리제, 텍스처라이저](GRAS: 1.0% 이하)"
27896,미국,acetic acid,우지,모든 식품,"[보존 및 절임제, 향미증진제, 향료 및 보조제, 산도조절제, 용매 및 용제, 보일러수첨가물] (GRAS: 0.15% 이하, GMP에 따라 사용)","acetic acid [보존 및 절임제, 향미증진제, 향료 및 보조제, 산도조절제, 용매 및 용제, 보일러수첨가물] (GRAS: 0.15% 이하, GMP에 따라 사용)"
27895,미국,acetylated monoglycerides,우지,모든 식품,합리적으로 필요한 양을 초과하지 않는 수준으로,acetylated monoglycerides 합리적으로 필요한 양을 초과하지 않는 수준으로
27894,미국,aconitic acid,우지,모든 식품,"[향료 및 보조제](GRAS: 0.0005% 이하, GMP에 따라 사용)","aconitic acid [향료 및 보조제](GRAS: 0.0005% 이하, GMP에 따라 사용)"
27893,미국,adipic acid,우지,모든 식품,"[향료, 발효제, 산도조절제] (GRAS: 0.02% 이하, GMP에 따라 사용)","adipic acid [향료, 발효제, 산도조절제] (GRAS: 0.02% 이하, GMP에 따라 사용)"
27892,미국,agar,우지,모든 식품,"[향료, 조성보조제, 습윤제, 안정제, 증점제](GRAS: 0.25% 이하)","agar [향료, 조성보조제, 습윤제, 안정제, 증점제](GRAS: 0.25% 이하)"
27891,미국,aluminium ammonium sulfate (aluminium ammonium sulphate),우지,모든 식품,[다목적](GRAS: GMP에 따라 사용),aluminium ammonium sulfate (aluminium ammonium sulphate) [다목적](GRAS: GMP에 따라 사용)
27890,미국,ammonium alginate,우지,모든 식품,"[습윤제, 안정제, 증점제](GRAS: 0.1% 이하)","ammonium alginate [습윤제, 안정제, 증점제](GRAS: 0.1% 이하)"
27889,미국,ammonium bicarbonate,우지,모든 식품,"[반죽강화제, 팽창제](GRAS: GMP에 따라 사용)","ammonium bicarbonate [반죽강화제, 팽창제](GRAS: GMP에 따라 사용)"
27888,미국,ammonium carbonate(s),우지,모든 식품,"[팽창제, 산도조절제](GRAS: GMP에 따라 사용)","ammonium carbonate(s) [팽창제, 산도조절제](GRAS: GMP에 따라 사용)"
27887,미국,ammonium chloride,우지,모든 식품,"[반죽강화제, 향미증진제, 팽창제, 가공보조제] (GRAS: GMP에 따라 사용)","ammonium chloride [반죽강화제, 향미증진제, 팽창제, 가공보조제] (GRAS: GMP에 따라 사용)"
27886,미국,ammonium hydroxide,우지,모든 식품,"[팽창제, 산도조절제, 표면처리제, 보일러수첨가물](GRAS: GMP에 따라 사용)","ammonium hydroxide [팽창제, 산도조절제, 표면처리제, 보일러수첨가물](GRAS: GMP에 따라 사용)"
27885,미국,"ammonium phosphate, dibasic",우지,모든 식품,"[반죽강화제, 응고제, 팽창제, 산도조절제, 가공보조제](GRAS: GMP에 따라 사용)","ammonium phosphate, dibasic [반죽강화제, 응고제, 팽창제, 산도조절제, 가공보조제](GRAS: GMP에 따라 사용)"
27884,미국,"ammonium phosphate, monobasic",우지,모든 식품,"[반죽강화제, 산도조절제] (GRAS: GMP에 따라 사용)","ammonium phosphate, monobasic [반죽강화제, 산도조절제] (GRAS: GMP에 따라 사용)"
27883,미국,animal lipase,우지,모든 식품,"[효소제](GRAS: 지방산 글리세라이드를 가수분해하는 효소로 사용, GMP에 따라 사용)","animal lipase [효소제](GRAS: 지방산 글리세라이드를 가수분해하는 효소로 사용, GMP에 따라 사용)"
27882,미국,annatto extract,우지,모든 식품,"GMP에 따름(첨가된 캔디수수를 사용하지 않는 한, 제 401조에 따라 정체성 기준이 공표된 식품을 착색하는데 사용되지 않을 수도 있다. 착색된 색상은 그런 스탠다드에 의해 허가된다)","annatto extract GMP에 따름(첨가된 캔디수수를 사용하지 않는 한, 제 401조에 따라 정체성 기준이 공표된 식품을 착색하는데 사용되지 않을 수도 있다. 착색된 색상은 그런 스탠다드에 의해 허가된다)"
27881,미국,ascorbic acid,우지,모든 식품,"[보존료, 강화제](GRAS: GMP에 따라 사용)","ascorbic acid [보존료, 강화제](GRAS: GMP에 따라 사용)"
27880,미국,ascorbyl palmitate,우지,모든 식품,[보존료](GRAS: GMP에 따라 사용),ascorbyl palmitate [보존료](GRAS: GMP에 따라 사용)
27879,미국,[β.α]-amylase enzyme preparation from Bacillus stearothermophilus,우지,모든 식품,"[효소제](GRAS: 식용전분이 말토덱스트린과 열량을 내는 탄수화물 감미료를 생산하기 위해 가수분해되는 과정에서 효소로 사용, GMP에 따라 사용)","[β.α]-amylase enzyme preparation from Bacillus stearothermophilus [효소제](GRAS: 식용전분이 말토덱스트린과 열량을 내는 탄수화물 감미료를 생산하기 위해 가수분해되는 과정에서 효소로 사용, GMP에 따라 사용)"
27878,미국,aluminium sulphate,우지,모든 식품,[다목적](GRAS: GMP에 따라 사용),aluminium sulphate [다목적](GRAS: GMP에 따라 사용)
27877,미국,aluminum sodium sulfate,우지,모든 식품,[다목적](GRAS: GMP에 따라 사용),aluminum sodium sulfate [다목적](GRAS: GMP에 따라 사용)
27876,미국,acylonitrile copolymers,우지,모든 식품,본 장의 단락(f)(1)에 해당하는 아크릴로니트릴 중합체의 사용은 이 장의 단락(a)에 규정된 아크릴로니트릴 단량체 추출 한계를 충족,acylonitrile copolymers 본 장의 단락(f)(1)에 해당하는 아크릴로니트릴 중합체의 사용은 이 장의 단락(a)에 규정된 아크릴로니트릴 단량체 추출 한계를 충족
27875,미국,bacterially-derived carbohydrase enzyme preparation,우지,모든 식품,"[효소제](GRAS: 다당류를 가수 분해 하는 효소로 사용, GMP에 따라 사용)","bacterially-derived carbohydrase enzyme preparation [효소제](GRAS: 다당류를 가수 분해 하는 효소로 사용, GMP에 따라 사용)"
27874,미국,bacterially-derived protease enzyme preparation,우지,모든 식품,"[효소제](GRAS: 단백질이나 폴리펩타이드를 가수 분해하는 효소로 사용, GMP에 따라 사용)","bacterially-derived protease enzyme preparation [효소제](GRAS: 단백질이나 폴리펩타이드를 가수 분해하는 효소로 사용, GMP에 따라 사용)"
27873,미국,beeswax (yellow and white),우지,모든 식품,"(GRAS: [향료 및 보조제, 윤활제, 표면처리제] 0.002% 이하, GMP에 따라 사용)","beeswax (yellow and white) (GRAS: [향료 및 보조제, 윤활제, 표면처리제] 0.002% 이하, GMP에 따라 사용)"
27872,미국,bentonite,우지,모든 식품,"(GRAS: [가공보조제] 현저한 잔류물 허용하지 않음, GMP에 따라 사용)","bentonite (GRAS: [가공보조제] 현저한 잔류물 허용하지 않음, GMP에 따라 사용)"
27871,미국,benzoic acid,우지,모든 식품,"(GRAS: [보존료] 식품에 최대 0.1%만 이 성분을 사용할 것을 허용, GMP에 따라 사용)","benzoic acid (GRAS: [보존료] 식품에 최대 0.1%만 이 성분을 사용할 것을 허용, GMP에 따라 사용)"
27870,미국,biotin,우지,모든 식품,(GRAS[강화제]: GMP에 따라 사용),biotin (GRAS[강화제]: GMP에 따라 사용)
27869,미국,bromelain,우지,모든 식품,"(GRAS: [효소제] 단백질이나 폴리펩타이드를 가수분해하는 효소로 사용, GMP에 따라 사용)","bromelain (GRAS: [효소제] 단백질이나 폴리펩타이드를 가수분해하는 효소로 사용, GMP에 따라 사용)"
27868,미국,butylated hydroxy anisole (bha),우지,모든 식품,(GRAS[보존료]: 허용기준 - 식품 제조에 필수 지방 함량을 포함하여 총 항산화제 함량이 0.02% 이상인 경우),butylated hydroxy anisole (bha) (GRAS[보존료]: 허용기준 - 식품 제조에 필수 지방 함량을 포함하여 총 항산화제 함량이 0.02% 이상인 경우)
27867,미국,calcium acetate,우지,모든 식품,"(GRAS: [응고제, 산도조절제, 가공보조제, 금속이온봉쇄제, 안정제, 증점제, 텍스처라이저] 0.0001% 이하, GMP에 따라 사용)","calcium acetate (GRAS: [응고제, 산도조절제, 가공보조제, 금속이온봉쇄제, 안정제, 증점제, 텍스처라이저] 0.0001% 이하, GMP에 따라 사용)"
27866,미국,calcium alginate,우지,모든 식품,"(GRAS: [안정제, 증점제] 0.3% 이하)","calcium alginate (GRAS: [안정제, 증점제] 0.3% 이하)"
27865,미국,calcium ascorbate,우지,모든 식품,(GRAS[보존료]: GMP에 따라 사용),calcium ascorbate (GRAS[보존료]: GMP에 따라 사용)
27864,미국,calcium carbonate,우지,모든 식품,(GRAS:  GMP에 따라 사용),calcium carbonate (GRAS:  GMP에 따라 사용)
27863,미국,calcium chloride,우지,모든 식품,"(GRAS: [고결방지제, 보존료, 응고제, 보존 및 절임제, 응고제, 향미증진제, 습윤제, 영양강화제, 산도조절제, 가공보조제, 안정제, 증점제, 계면활성제, 상승제, 텍스처라이저] 0.05% 이하, GMP에 따라 사용)","calcium chloride (GRAS: [고결방지제, 보존료, 응고제, 보존 및 절임제, 응고제, 향미증진제, 습윤제, 영양강화제, 산도조절제, 가공보조제, 안정제, 증점제, 계면활성제, 상승제, 텍스처라이저] 0.05% 이하, GMP에 따라 사용)"
27862,미국,calcium citrate,우지,모든 식품,(GRAS:  GMP에 따라 사용),calcium citrate (GRAS:  GMP에 따라 사용)
27861,미국,"calcium-sodium ethylenediaminetetraacetate (calcium sodium EDTA, EDTA CaNa)",우지,모든 식품,착색 혼합물(anhydrous calcium disodium ethyl-enediamine-tetraacetate)의 중량 1% 이하(201(s)항에 명시된 GRAS 섭취 목적으로만 사용되는 색소 혼합물의 방부제 및 격리제로서 수용액 및 수성 분산액에 사용가능),"calcium-sodium ethylenediaminetetraacetate (calcium sodium EDTA, EDTA CaNa) 착색 혼합물(anhydrous calcium disodium ethyl-enediamine-tetraacetate)의 중량 1% 이하(201(s)항에 명시된 GRAS 섭취 목적으로만 사용되는 색소 혼합물의 방부제 및 격리제로서 수용액 및 수성 분산액에 사용가능)"
